State,Year,CVD_DALY,CVD_DALY_LL,CVD_DALY_UL,CVD_YLD,CVD_YLD_LL,CVD_YLD_UL,CVD_YLL,CVD_YLL_LL,CVD_YLL_UL,CVD_Death,Death_LL,Death_UL,CVD_Prevalence,CVD_Prev_LL,CVD_Prev_UL,CVD_Incidence,CVD_Inci_LL,CVD_Inci_UL,Stroke_DALY,Stroke_DALY_UL,Stroke_DALY_LL,Stroke_YLD,Stroke_YLD_LL,Stroke_YLD_UL,Stroke_YLL,Stroke_YLL_LL,Stroke_YLL_UL,Stroke_Death,Stroke_Death_LL,Stroke_Death_UL,Stroke_Incidence,Stroke_Inci_LL,Stroke_Inci_UL,Stroke_Prevalence,Stroke_Preva_LL,Stroke_Preva_UL
Sikkim,2003,2535.82,2052.97,3138.59,165.34,118.91,212.97,2370.48,1880.75,2988.69,88.94,71.77,110.71,3386.06,3153.28,3621.83,421.38,384.69,461.86,642.45,506.85,904.16,69.82,50.36,89.71,572.63,442.76,826.93,23.33,18.21,34.74,55.52,49.71,61.93,469.89,422.67,517.51
Sikkim,2004,2500.65,2077.5,3179.71,168.12,120.81,217.38,2332.53,1904.47,3010.94,87.48,72.91,111.51,3457.44,3220.61,3694.52,433.36,395.08,474.68,629.11,509.85,843.43,70.58,50.54,90.38,558.53,439.54,792.55,22.76,18.06,31.88,56.1,50.11,62.56,474.97,430.14,524.58
Sikkim,2005,2548.41,2091.49,3151.02,171.44,123.48,222.5,2376.98,1912.1,2974.63,90.21,73.63,114.05,3535.47,3297.61,3781.99,443.61,403.76,485.71,640.48,515.1,887.48,71.58,51.03,91.75,568.9,443.56,823.97,23.44,18.46,35.56,56.78,50.65,63.28,481.06,435.86,529.52
Sikkim,2006,2639.94,2182.56,3232.83,175.42,126.29,227.51,2464.52,2001.68,3061.83,94.67,78.51,117.05,3629.98,3383.87,3879.14,451.91,411.96,494.73,659.85,540.27,872.37,72.88,52.62,93.76,586.98,467.09,803.22,24.36,19.64,34.16,57.43,51.25,63.93,490.1,442.34,540.7
Sikkim,2007,2698.18,2244.42,3367.74,180.11,130.59,233.8,2518.07,2056.48,3180.22,97.37,81.53,121.31,3742.86,3484.23,3999.03,459.05,418.73,502.35,671.54,544.33,862.37,74.42,53.39,95.24,597.12,476.27,791.5,24.84,19.96,33.98,57.9,51.69,64.37,501.87,452.43,552.53
Sikkim,2008,2764.94,2281.79,3430.27,185.4,133.73,239.68,2579.54,2101.85,3232.05,100.46,83.93,123.48,3863.24,3596.22,4135.17,465.59,425.02,509.76,690.01,560.78,947.35,76.26,54.82,98.19,613.75,486.22,875.67,25.63,20.68,37.5,58.34,52.11,64.81,514.57,462.73,569.53
Sikkim,2009,2783.51,2293.11,3445.98,190.86,137.4,247.87,2592.66,2109.3,3238.61,100.92,83.51,123.32,3986.9,3708.3,4273.95,472.66,431.01,517.25,680.78,548.67,908.07,78.09,56.12,100.49,602.68,476.1,835.96,25.03,20.03,35.5,58.91,52.54,65.41,526.95,473.53,583.57
Sikkim,2010,2797.98,2311.24,3423.7,196.1,141.07,253.65,2601.87,2117.6,3221.78,101.03,83.42,124.22,4107.12,3814,4399.37,481.6,440.01,528.15,670.12,547.83,937.45,79.67,57.29,102.28,590.44,468.74,853.29,24.33,19.58,36.42,59.81,53.4,66.39,539.12,482.17,599.12
Sikkim,2011,2854.7,2349.97,3502.26,201.94,146,261.91,2652.75,2150.66,3285.12,104.32,85.52,125.86,4230.2,3929.14,4530.82,493.11,450.32,538.74,670.6,539.73,862.69,81.34,58.55,105,589.26,465.5,790.56,24.41,19.45,33.55,60.99,54.61,67.72,549.22,494.66,609.09
Sikkim,2012,2870.8,2380.39,3489.11,208.54,150.69,270.52,2662.26,2180.16,3273.05,106.76,89.47,130.94,4361.63,4059.57,4667.4,505.69,461.71,551.64,658.57,541.9,865.43,83.07,59.75,106.46,575.5,456.13,787.53,24.1,19.54,34.41,62.24,55.76,69.15,561.04,505.02,618.39
Sikkim,2013,2845.14,2378.9,3435.72,215.49,155.2,280.85,2629.65,2163.24,3214.5,108.4,91.07,131.28,4493.48,4183.58,4795.65,518.64,473.3,566.13,661.08,547.6,852.72,84.98,60.8,109.33,576.1,459.84,760.8,24.73,20.12,34.77,63.57,57.03,70.6,572.83,515.6,630.61
Sikkim,2014,2790.35,2302.68,3396.78,222.25,161.15,287.85,2568.1,2093.05,3176.93,108.12,90.31,132.47,4622.27,4310.71,4936.58,531.64,485.18,579.4,655.2,541.5,866.73,87.02,62.06,111.01,568.18,454.79,783.67,24.79,20.14,35.24,65.03,58.24,72.37,586.65,529.89,642.59
Sikkim,2015,2787.98,2301.48,3411.32,228.31,166.31,297.12,2559.67,2072.21,3197.35,108.14,89.29,133.95,4746.92,4432.26,5090.54,544.64,496.19,594.48,660.61,540.59,873.4,89.01,63.2,113,571.6,457.71,789.92,24.92,20.21,34.75,66.72,59.73,74.4,600.59,543.86,656.27
Sikkim,2016,2784.82,2282.19,3477.77,234.87,171.35,303.48,2549.96,2061.46,3249.62,108.86,89.82,137.48,4878.6,4546.85,5218.16,557.03,507.97,606.18,665.73,542.97,885.28,92.44,65.57,118.32,573.29,452.69,798.76,25.2,20.12,35.72,69.85,62.34,77.84,626.36,567.04,689.63
Sikkim,2017,2803.02,2263.52,3522.6,241.28,174.24,311.82,2561.75,2037.39,3269.36,110.51,90.42,138.39,5010.03,4664.76,5373.84,570.49,521.76,625.37,673.99,544.41,911.68,96.03,68.32,123.23,577.97,454.6,812.54,25.63,20.37,37.02,73.45,65.19,82.54,651.62,583.02,721.32
Sikkim,2018,2873.7,2338.4,3545.09,246.28,177.62,317.45,2627.43,2095.23,3288.69,115.1,93.87,141.64,5126.46,4778.64,5462.09,585.86,534.07,642.51,691.23,561.97,915.02,98.42,70.04,126.29,592.81,468.07,818.12,26.65,21.39,37.39,76.36,67.86,85.41,668.19,598.42,739.53
Sikkim,2019,2926.66,2344.46,3651.93,250.42,181.21,323.36,2676.24,2127.19,3402.03,118.22,96.54,146.91,5226.55,4880.09,5564.95,601.08,546.98,658.72,705.64,563.11,907.89,100.86,71.95,128.04,604.78,475.73,795.14,27.38,21.69,38.2,79.32,70.6,88.84,684.99,615.61,755.68
Tamil Nadu,1990,6277.26,5136.4,7491.96,181.36,130.57,232.76,6095.9,4945.05,7308.31,213.5,173.63,254.96,3739.88,3462.74,4014.97,512.22,468.54,558.67,1442.34,1126.06,1785.62,80.72,58.03,102.85,1361.63,1044.19,1697.87,51.48,39.79,64.24,77.05,68.51,86.69,552.61,495.81,612.04
Tamil Nadu,1991,6386.32,5254.32,7507.94,182.88,131.06,235.31,6203.44,5071.93,7346.88,219.45,181.21,257.71,3798.96,3528.46,4067.97,531.01,486.61,578.28,1468.07,1139.69,1794.85,80.81,58.15,103.12,1387.26,1058.97,1708.18,52.91,40.86,65.25,77.59,69.24,87.18,553.48,499.89,608.82
Tamil Nadu,1992,6414.94,5359.82,7490.92,184.49,133.73,237.4,6230.45,5189.13,7295.21,222.08,185.36,259.33,3852.3,3581.47,4126.7,546.82,501.88,594.68,1476.07,1163.79,1781.51,81.15,58.31,102.75,1394.92,1075.13,1704.16,53.6,41.89,65.66,77.93,69.64,87.18,554.78,502.79,608.42
Tamil Nadu,1993,6358.4,5386.89,7396.8,185.9,135,237.62,6172.51,5209.54,7190.62,221.18,186.2,256.68,3901.95,3634.74,4171.98,559.85,514.83,607.89,1453.79,1176.8,1729.18,81.36,58.61,103.5,1372.43,1096.18,1652.86,53.08,42.68,63.89,78.13,69.76,87.31,555.76,503.42,608.12
Tamil Nadu,1994,6344.77,5426.99,7254.25,187.59,135.4,240.95,6157.18,5250.92,7065.64,220.63,189.39,251.66,3953.8,3683.74,4219.34,570.32,524.35,618.05,1437.4,1175.42,1690.58,81.72,59.46,103.48,1355.68,1088.99,1605.17,52.51,42.38,62.27,78.26,70.05,87.39,557.52,504.96,610.19
Tamil Nadu,1995,6244.6,5391.18,7035.84,189.33,137.03,242.71,6055.27,5202.24,6848.46,218.51,188.32,246.98,4004.14,3727.65,4270.19,578.04,531.42,627.07,1409.19,1171.74,1640.71,82.12,59.63,104.71,1327.07,1090.78,1556.3,51.87,42.96,60.82,78.33,70.23,87.44,559.98,509.31,613.26
Tamil Nadu,1996,6250.64,5461.34,7002.09,190.99,137.08,245.87,6059.65,5276.92,6815.01,220.75,191.72,246.42,4050.74,3776.06,4322.09,581.06,533.91,629.26,1408.04,1185.85,1608.03,82.6,60.04,104.94,1325.44,1106.56,1530.05,52.37,43.89,60.31,78.17,70.24,87.4,563.08,512.06,615.03
Tamil Nadu,1997,6548.25,5736.95,7261.6,192.15,138.19,247.37,6356.1,5546.63,7068.32,232.67,203.97,257.76,4088.49,3818.18,4362.39,578.37,531.13,626.66,1476.38,1278.65,1661.42,82.97,60.31,105.75,1393.41,1192.29,1582.75,55.33,47.26,62.96,77.53,69.62,86.81,565.27,515.31,620.08
Tamil Nadu,1998,6563.58,5788.49,7305.42,193.14,139.85,249.39,6370.44,5612.37,7106.47,234.57,205.83,260.82,4119.28,3835.4,4390.08,573.32,526.46,622.37,1488.79,1273.6,1684.47,83.37,60.98,105.68,1405.42,1200.15,1601.96,56.13,47.83,64.16,76.69,68.81,85.92,567.58,512.89,624.65
Tamil Nadu,1999,6352.27,5577.97,7037.94,194.21,139.78,249.27,6158.06,5385.27,6830.37,226.11,198,249.53,4155.45,3869.28,4457.64,570.27,523.31,621.27,1435.66,1259.81,1608.94,83.74,60.17,107.4,1351.92,1180.06,1523.31,54.01,46.94,61.16,76.01,68.07,85.35,569.93,512.97,630.26
Tamil Nadu,2000,6274.8,5581.41,6932.6,195.83,141.34,251.58,6078.97,5367.81,6712.71,225.62,199.24,249.2,4202.62,3908.69,4497.46,572.87,524.73,625.24,1407.28,1244.29,1563.51,84.25,60.25,108.81,1323.04,1160.38,1479.47,53.48,46.99,59.79,75.79,67.91,85.27,573.38,514.94,636.61
Tamil Nadu,2001,6275.31,5619.68,6871.45,197.88,143.54,253.8,6077.43,5421.02,6676.57,229.06,204.42,251.72,4264.81,3968.73,4556.97,586.68,537.92,639.3,1400.04,1241.65,1560.26,84.89,61.02,108.43,1315.15,1154.89,1473.75,53.96,47.16,60.67,75.9,67.9,85.29,577.04,520.44,639.12
Tamil Nadu,2002,6332.36,5632.29,6991.3,200.02,144.11,256.82,6132.34,5433.29,6769.42,233.85,207.03,257.64,4336.65,4045.3,4629.31,609.88,559.67,663.43,1401.33,1248.78,1555.7,85.48,61.87,109.13,1315.85,1161.32,1471.01,54.65,48.03,61.1,75.92,67.83,85.18,581.02,524.32,642.08
Tamil Nadu,2003,6293.4,5696.36,6916.33,202.38,146.73,260.02,6091.03,5512.53,6699.5,233.16,208.99,256.22,4416.72,4126.72,4694.82,636.92,584.06,692.31,1375.46,1229.67,1516.63,86.19,61.64,109.83,1289.27,1141.8,1432.71,53.78,47.49,59.51,75.96,67.74,85.21,585.38,531.76,640.79
Tamil Nadu,2004,6066.16,5401.61,6674.75,205.33,148.36,264.04,5860.83,5231.61,6474.24,221.62,197.82,243.94,4508.62,4209.84,4793.4,662.79,607.49,720.46,1292.74,1164.2,1431.01,87.11,63.21,110.96,1205.62,1076.26,1338.57,49.95,44.44,55.56,76.23,67.9,85.49,591.25,538.52,645.02
Tamil Nadu,2005,6055.69,5430.05,6644.65,208.7,151.3,268.25,5846.99,5205.27,6431.48,222.89,199.84,244.3,4605.62,4302.74,4885.5,680.9,624.1,739.74,1285.08,1154.88,1416.06,88.06,63.62,111.98,1197.02,1069.57,1328.94,50.08,44.26,55.37,76.8,68.3,86.12,598.28,544.44,654.58
Tamil Nadu,2006,6273.63,5656.23,6940.39,212.77,155.29,272.34,6060.86,5444.3,6720.29,233.14,210.46,256.7,4712.78,4403.4,5007.55,688.88,631.7,747.89,1283.04,1154.05,1424.3,89.3,64.32,112.74,1193.75,1070.2,1330.49,50.27,45.07,56,77.46,69.08,86.81,606.76,551.26,659.76
Tamil Nadu,2007,6439.11,5765.91,7092.88,217.45,158.38,280.33,6221.66,5541.56,6880.27,240.03,214.7,264.25,4830.41,4505.22,5140.76,689.96,634.35,750.8,1267.73,1148.46,1397.81,90.73,66.04,115.45,1177,1059.1,1306.66,49.61,44.47,54.9,77.92,69.45,87.42,616.72,559.53,674.75
Tamil Nadu,2008,6559.73,5880.56,7245.03,221.98,160.48,286.28,6337.75,5666.01,7012.42,246.31,219.4,271.48,4950.46,4618.59,5270.87,687.98,633.17,749.63,1246.21,1129.85,1367.48,91.93,66.59,117.05,1154.29,1046.79,1282.16,48.88,44.15,54.1,78.32,69.91,88.02,626.79,567.61,685.79
Tamil Nadu,2009,6632.43,5968.58,7277.07,226.96,163.72,293,6405.47,5761.81,7054.56,248.49,225.22,272.58,5070.84,4708.88,5421.16,687.65,630.71,749.48,1220.27,1112.84,1336.92,93.39,67.36,119.56,1126.88,1027.22,1245.83,47.56,43.2,52.39,78.85,70.49,88.67,636.99,571.63,703.51
Tamil Nadu,2010,6801.55,6058.31,7413.21,231.84,167.33,296.95,6569.71,5848.78,7185.43,253.64,226.29,276.39,5188.58,4815.05,5560.57,694.09,637.25,757.93,1209.16,1090.73,1321,94.74,68.48,120.45,1114.41,999.59,1227.22,46.76,42.03,51.47,79.73,71.32,89.87,646.89,580.64,712.38
Tamil Nadu,2011,6948.4,6231.07,7608.54,237.72,172.38,305.83,6710.67,5992.21,7356.05,259.9,232.82,283.21,5323.34,4940.81,5696.53,710.01,652.88,774.45,1198.9,1083.68,1312.55,96.25,69.43,123.51,1102.65,999.26,1215.68,46.31,41.85,51.04,80.93,72.44,91,657.76,592.33,725.75
Tamil Nadu,2012,6938.52,6071.63,7641.89,244.77,177,314.71,6693.74,5823.98,7381.71,261.9,227.61,286.97,5474.66,5096.19,5859.3,730.48,673.33,795.06,1157.54,1041.78,1279.41,97.91,71.35,125.14,1059.63,946.15,1177.47,44.88,40.06,49.98,82.16,73.62,92.26,668.64,601.4,737.21
Tamil Nadu,2013,6898.3,6061.59,7511.36,252.04,181.87,326.83,6646.26,5816.37,7266.57,268.02,236.16,292.56,5629.96,5254.77,6016.77,752.27,695.15,814.5,1152.35,1027.34,1273.03,99.64,72.34,126.25,1052.71,932.61,1173.97,45.88,40.86,51.02,83.42,74.78,93.4,681,615.91,746.68
Tamil Nadu,2014,6725.45,5969.74,7404.67,258.79,187.48,334.23,6466.66,5696.25,7124.41,269.98,238.21,295.97,5771.62,5402.02,6142.74,772.27,713.89,836.53,1129.36,1013.83,1252.56,101.57,73.45,128.81,1027.79,916.62,1149.86,46.2,41.02,51.79,84.71,75.95,94.86,693.43,628.84,757.95
Tamil Nadu,2015,6673.18,5890.96,7361.96,264.68,191.56,341.91,6408.5,5611.51,7097.12,266.51,235.26,295.81,5901.12,5531.32,6281.99,788.5,728.18,853.01,1120.62,992.77,1259.35,103.49,74.76,132.78,1017.14,896.42,1156.57,45.4,40.23,51.5,86.21,77.3,96.42,706.88,639.05,771.6
Tamil Nadu,2016,6604.67,5772.53,7361.11,271.29,195.58,350.23,6333.38,5519.76,7086.38,262.36,229.28,293.01,6021.12,5638.95,6405.37,783.11,721.69,848.33,1114.87,976.93,1254.17,107.02,77.51,135.9,1007.85,874.28,1151.07,44.78,39.02,51.07,89.69,80.23,100.53,731.5,662.3,803.44
Tamil Nadu,2017,6612.9,5626.58,7616.22,277.88,200.17,358.35,6335.02,5352.52,7344.85,263.84,224.08,304.1,6144.76,5725.97,6563.93,779,716.22,846.3,1125.18,961.19,1306.8,110.58,79.24,141.18,1014.61,859.05,1196.17,45.3,38.42,53.14,93.79,83.64,105.65,756.6,677.84,839.14
Tamil Nadu,2018,6705.14,5555.83,7821.3,282.87,203.72,364.26,6422.27,5297.7,7533.05,273.06,227.49,318.13,6274.01,5838.86,6705.2,797.55,733.28,866.45,1140.51,960.56,1345.2,112.69,81.2,143.91,1027.82,856.56,1228.7,46.85,39.14,55.56,96.84,86.1,109.11,771.01,689.3,856.55
Tamil Nadu,2019,6751.27,5414.65,8038.82,287.07,207.41,369.77,6464.21,5134.03,7755.78,276.1,222.55,328.33,6394.65,5961.26,6833.24,816.76,748.45,887.02,1150.99,934.3,1395.45,114.66,82.89,146.72,1036.33,829.96,1287.55,47.44,38.24,58.18,99.83,88.85,113.36,785.07,701.57,875.48
Telangana,1990,4769.8,3682.17,6077.56,163.16,117.83,209.55,4606.64,3522.32,5918.12,161.91,124.87,204.33,3262.08,3034.98,3495.92,433.38,398.23,470.65,1248.54,974.06,1580.52,73.93,53.22,94.73,1174.62,900.56,1503.59,45.6,35.36,57.53,73.4,65.4,82.73,502.13,451.93,554.98
Telangana,1991,4781.35,3678.71,5998.89,163.37,117.55,209.75,4617.98,3501.5,5837.59,163.16,126.16,202.58,3281.98,3053.87,3514.41,440.84,406.6,477.89,1250.79,973.05,1558.1,73.58,52.74,94.61,1177.21,900.53,1487.18,45.94,35.12,57.23,73.42,65.68,82.59,499.48,452.32,550.83
Telangana,1992,4780.98,3658.44,6104.54,163.47,118.67,211.08,4617.51,3495.27,5926.16,163.56,126.64,207.75,3300.09,3070.85,3529.25,447.05,412.87,483.76,1249.27,965.86,1587.29,73.2,53.19,93.65,1176.08,896.12,1516.48,46.03,35.46,58.34,73.3,65.82,82.23,496.32,448.35,544.49
Telangana,1993,4702.68,3680.99,5902.54,163.72,119.13,209.96,4538.96,3530.61,5729.46,161.43,125.92,200.64,3318.65,3095.83,3546.48,452.11,417.63,488.53,1223.14,966.2,1513.21,72.99,52.46,92.3,1150.15,886.46,1444.15,45.22,35.11,56.32,73.1,65.68,81.85,494.48,451.44,540.27
Telangana,1994,4657.44,3561.42,5873.53,164.01,118.33,211.18,4493.43,3408.3,5689,159.59,122.21,201.07,3338.33,3112.68,3567.43,456.13,421.65,492.49,1203.19,931.59,1518.95,72.82,52.68,92.33,1130.37,863.76,1444,44.43,34.15,56,72.87,65.54,81.36,493.06,447.57,539.76
Telangana,1995,4543.9,3514.9,5708.09,164.68,119.46,211.81,4379.22,3348.26,5534.89,155.91,121.74,195.09,3358.91,3130.73,3585.6,459.14,424.8,495.83,1169.97,911.14,1478.65,72.9,52.72,92.41,1097.07,837.92,1402.21,43.28,33.06,54.83,72.64,65.5,81,492.09,447.85,535.8
Telangana,1996,4538.85,3534.58,5765.1,165.25,119.29,212.38,4373.59,3362.92,5611.78,156.34,121.24,198.68,3382.08,3156.45,3613.18,460.41,425.57,496.49,1164.08,906.15,1473.32,73.02,52.61,92.9,1091.06,833.46,1408.93,43.23,33.18,55.06,72.18,64.97,80.52,492.67,448.47,538.07
Telangana,1997,4648.89,3671.42,5858.81,165.32,120.01,212.21,4483.57,3489.86,5682.87,161.35,127.06,201,3400.79,3166.99,3627.2,459.36,424.26,496.37,1189.33,936.45,1485.2,72.88,52.49,93.69,1116.45,862.53,1414.37,44.57,34.66,55.49,71.24,64.34,79.59,491.81,447.05,539.12
Telangana,1998,4644.89,3618.07,5834.52,165.3,119.33,213.22,4479.59,3436.25,5660.44,162.41,125.9,201.44,3417.08,3179.42,3652.78,457.51,422.12,494.87,1186.65,931.77,1504.56,72.78,52.32,93.5,1113.87,855.17,1428.81,44.89,34.96,56.64,70.13,63.23,78.26,490.62,444.15,537.57
Telangana,1999,4557.45,3549.05,5679.06,165.63,119.92,212.72,4391.83,3392.07,5518.5,158.6,123.79,196.54,3439,3194.22,3673.68,456.96,420.17,495.3,1154.05,903.26,1425.62,72.82,52.26,93.6,1081.24,831.78,1355.29,43.57,33.85,54.18,69.19,62.26,77.24,490.88,442.15,541.21
Telangana,2000,4532.2,3506.75,5633.25,166.62,121.17,213.98,4365.58,3329.2,5493.62,158.83,123.77,196.23,3470.24,3226.75,3708.95,459.41,421.3,498.84,1144.68,883.66,1426.23,73.18,52.35,93.9,1071.5,813.13,1350.91,43.54,33.43,54.08,68.76,61.71,76.86,492.86,442.71,548.45
Telangana,2001,4569.27,3496.42,5599.18,168.16,122.48,215.72,4401.12,3328.38,5459.63,162.02,125.35,197.39,3513.95,3274.35,3752.36,467.28,429.52,507,1150.95,880.58,1415.28,73.75,53.36,94.24,1077.2,807.92,1337.36,44.21,33.77,54.1,68.69,61.61,76.95,496.88,447.82,549.23
Telangana,2002,4591.78,3510.3,5748.48,169.85,123.12,218.09,4421.94,3339.08,5597.12,163.99,126.08,204.42,3563.85,3310.57,3815.84,479.37,441.6,517.91,1150.33,884.96,1435.02,74.32,53.44,95.01,1076.01,811.12,1363.93,44.45,33.67,55.22,68.55,61.43,76.89,500.72,452.45,552.86
Telangana,2003,4540.28,3576.3,5723.11,171.63,124.38,220.92,4368.66,3412.52,5554.31,162.7,128.99,203.53,3618.71,3372.37,3866,493.43,455.55,533.7,1132.54,903.05,1426.21,74.86,54.14,95.21,1057.68,835.8,1353.64,43.8,34.63,55.31,68.45,61.31,76.63,504.21,457.19,554.75
Telangana,2004,4404.99,3355.26,5551.75,173.86,126.68,224.29,4231.13,3199.03,5367.9,157.39,121.11,197.55,3681.52,3437.49,3936.94,507.23,469.2,547.94,1088.93,847.48,1380.72,75.5,54.86,96.07,1013.43,776.08,1303.74,41.99,32.61,53.06,68.53,61.28,76.82,508.54,464.15,557.36
Telangana,2005,4416.06,3342.72,5577.51,176.39,128.56,227.39,4239.67,3158.19,5410.13,159.74,121.59,200.98,3748.44,3504.17,4012.11,517.78,479.51,557.89,1093.09,845.87,1360.91,76.33,55.09,97.52,1016.76,772.51,1289.81,42.7,32.63,53.35,68.86,61.68,77.29,513.81,467.7,561.53
Telangana,2006,4500.26,3418.9,5586.19,179.38,130.83,230.73,4320.88,3242.87,5401.86,164.93,126.86,203.38,3823.91,3561.59,4082.05,524.11,485.33,565.84,1095.25,851.72,1348.4,77.17,55.31,98.14,1018.08,775.83,1271.04,43.14,33.47,53.26,69.24,62.03,77.62,519.5,472.7,565.85
Telangana,2007,4561.06,3450.47,5681.27,182.81,131.96,235.92,4378.25,3262.8,5508.6,167.94,126.11,207.65,3909.97,3645.82,4177.23,527.08,487.47,569.54,1091.18,833.41,1347.23,78.09,55.86,99.3,1013.08,754.17,1270.36,43.01,32.57,53.47,69.4,62.23,77.72,525.84,479.35,575.91
Telangana,2008,4642.36,3629.76,5800.67,186.46,135.02,240.35,4455.89,3449.99,5594.67,171.9,135.1,213.24,4001.11,3718,4274.42,528.69,487.87,572.3,1094.03,856.86,1357.85,78.95,57.04,100.79,1015.08,780.09,1281.25,43.24,33.84,53.59,69.53,62.38,77.79,531.64,480.11,584.48
Telangana,2009,4625.45,3582.7,5708.12,190.32,137.66,245.93,4435.12,3400.19,5514.07,169.85,132.3,207.57,4096.91,3811.51,4376.47,531.33,488.92,576.53,1073.04,843.15,1306.13,79.89,56.83,102.62,993.15,766.72,1221.35,41.95,32.68,50.95,69.84,62.65,78.23,538.38,481.33,595.96
Telangana,2010,4625.8,3631.56,5841.94,194.37,140.64,251.68,4431.43,3436.99,5649.13,169.23,133.41,211.03,4194.44,3886.65,4485.86,537.52,492.62,584.43,1057.53,843.5,1330.61,80.94,58.03,103.9,976.59,754.92,1242.14,41.05,32.15,51.25,70.54,63.24,79.03,545.7,489.79,603.54
Telangana,2011,4733.2,3670.67,5886.58,199.55,144.35,257.22,4533.65,3492.38,5690.82,174.41,135.02,215.75,4306,4004.44,4605.47,548.09,503.62,594.91,1069.69,844.92,1320.24,82.42,59.7,105.22,987.28,758.75,1239.59,41.66,32.24,51.59,71.59,64.3,80.35,555.1,501.66,608.89
Telangana,2012,4729.22,3721.21,5811.99,205.56,149.44,265.91,4523.67,3521.16,5593.42,176.67,139.11,217.58,4427.76,4113.35,4727.23,560,515.37,605.69,1056.18,833.39,1309.81,83.98,60.53,107.62,972.2,751.8,1219.3,41.51,32.54,51.34,72.69,65.21,81.55,565.67,510.03,621.84
Telangana,2013,4706.99,3705.43,5750.07,211.99,153.94,273.55,4495,3489.67,5523.29,181.07,143.66,219.63,4551.92,4241.13,4851.83,572.28,527.65,618.41,1054.95,832.92,1288.57,85.73,61.85,109.12,969.21,745.68,1203.48,42.82,33.23,52.27,73.85,66.26,82.84,577.43,525.39,629.32
Telangana,2014,4626.18,3678.33,5695.49,218.24,157.31,281.57,4407.93,3448.38,5502.08,181.22,143.8,222.77,4670.93,4358.22,4972.28,584.16,539.8,630.19,1042.47,834.61,1285.04,87.58,63.21,111.78,954.89,748.47,1195.51,42.97,33.94,53.2,75.09,67.41,84.16,589.87,537.27,643.83
Telangana,2015,4614.4,3722.31,5783.31,223.81,161.37,288.74,4390.6,3493.51,5554.91,180.7,144.67,225.97,4779.98,4462.97,5105.07,595.31,550.34,642.58,1045.63,845.85,1314.7,89.49,64.53,113.9,956.15,756.8,1222.44,42.86,34.3,53.68,76.51,68.76,85.77,602.26,545.76,659.79
Telangana,2016,4595.87,3627.82,5709.75,229.35,166.45,296.45,4366.52,3393.9,5462.59,179.35,139.79,223.58,4880.8,4547.81,5210.17,600.45,554.05,648.33,1043.75,834.8,1301.51,92.33,67.06,118.16,951.43,745.7,1207.15,42.49,33.59,53.53,79.14,70.74,88.81,623.71,566.11,684.19
Telangana,2017,4593.6,3640.03,5749.21,235.17,169.34,302.98,4358.43,3406.54,5518.57,180.46,142.17,226.03,4983.52,4641.52,5338.14,606.64,557.04,656.83,1045.1,821.5,1284.83,95.58,69.24,122.14,949.52,727.2,1193.78,42.76,33.2,52.96,82.15,72.92,92.61,645.85,577.35,715.56
Telangana,2018,4661.56,3645.44,5890.87,239.26,172.37,309.33,4422.3,3405.89,5629.83,187.48,146.02,235.94,5084.09,4736.16,5426.47,620.16,571.31,670.56,1057.28,828.98,1330.24,97.46,70.01,125.21,959.82,731.04,1235.76,44.31,34.01,56.58,84.75,75.38,95.4,658.67,587.79,736.31
Telangana,2019,4708.93,3671.95,6073.57,242.58,174.27,313.52,4466.36,3443.5,5835.77,190.42,146.67,244.55,5168.81,4820.18,5526.85,633.56,582.28,686.99,1066.65,827.57,1390.22,99.4,71.64,126.76,967.25,734.72,1291.75,44.87,34.24,59.3,87.61,77.82,98.4,671.17,599.61,747.77
Tripura,1990,4578.19,3725.98,5479.43,187.26,135.6,237.91,4390.93,3528.74,5293.73,160.34,130.67,189.41,3392.6,3153.19,3637.62,432.64,396.56,469.03,2072.11,1648.99,2513.32,94.56,68.18,121.34,1977.55,1557.67,2413.91,75.29,60.29,90.38,93.83,84.12,105.16,647.51,581.08,715.25
Tripura,1991,4622.69,3776.81,5497.85,188.7,137.08,240.58,4434,3601.3,5298.64,162.58,133.41,190.31,3422.06,3190.9,3671.94,439.81,403.31,476.22,2088.78,1679.94,2490.27,94.99,67.53,121.4,1993.79,1586.67,2401.1,76.19,61.31,90.38,95.24,85.8,106.27,650.63,586.21,716.93
Tripura,1992,4666.72,3795.33,5646.28,190.12,137.33,243.05,4476.6,3612.55,5451.43,164.28,135.36,194.68,3451.52,3218.86,3698.48,446.47,410.06,483.55,2105.08,1674.63,2581.41,95.6,68.73,121.76,2009.48,1577.64,2480.52,76.85,61.76,93.29,96.45,87.04,107.33,654.43,591.23,717.14
Tripura,1993,4597.49,3764.49,5592.14,191.53,139.75,245.62,4405.97,3563.31,5390.58,162.17,133,194.36,3481.73,3249.5,3719.31,452.65,416.66,490.23,2067.25,1638.43,2546.91,96.11,68.97,122.93,1971.14,1540.36,2448,75.6,59.86,92.3,97.51,87.92,108.32,657.79,596.3,718.61
Tripura,1994,4568.42,3739.44,5497.02,192.88,140.35,246.01,4375.54,3557.68,5298.24,160.8,133.4,192.86,3515.41,3287.26,3750.33,458.36,421.97,496.79,2048.39,1612.07,2502.5,96.61,70.67,123.14,1951.78,1525,2407.95,74.72,60.11,90.68,98.43,88.96,109.06,662.04,600.4,724.88
